       N        P        K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
0.060403 0.178571 1.000000 0.176471       0.310262        0.138462     0.378000  0.482494  0.847052        0.571429    0.684706    Potato                       25.71
0.100671 0.059524 0.302326 0.920588       0.057612        0.138462     0.503667  0.787763  0.275323        0.511429    0.784706     Wheat                        4.80
0.966443 0.523810 0.697674 0.700000       0.447489        0.346154     0.129667  0.904135  0.732050        0.421429    0.178824     Maize                       12.72
0.167785 0.833333 0.550388 0.858824       0.311462        0.800000     0.995667  0.545348  0.581943        0.031429    0.961765     Maize                        7.87
0.570470 0.047619 0.837209 0.208824       0.204441        0.969231     0.492333  0.325942  0.033291        0.951429    0.075294      Rice                        7.56
0.899329 0.654762 0.201550 0.067647       0.349270        0.569231     0.298333  0.574858  0.241431        0.715714    0.510588     Maize                        7.51
0.087248 0.833333 0.604651 0.338235       0.179636        0.638462     0.193000  0.115372  0.629078        0.995714    0.372353     Maize                        9.13
0.523490 0.369048 0.596899 0.517647       0.299860        0.776923     0.650000  0.835445  0.207604        0.874286    0.592353    Cotton                        6.91
0.778523 0.571429 0.124031 0.802941       0.115423        0.661538     0.436333  0.520674  0.589948        0.574286    0.940588 Sugarcane                       75.75
0.040268 0.142857 0.643411 0.397059       0.084417        0.846154     0.317333  0.982661  0.706947        0.352857    0.110588    Potato                       23.41
0.912752 0.345238 0.674419 0.270588       0.910182        0.884615     0.009667  0.400967  0.346504        0.164286    0.132353 Sugarcane                       79.22
0.765101 0.285714 0.565891 0.373529       0.902981        0.630769     0.036333  0.653551  0.691546        0.211429    0.334706     Maize                        9.25
0.476510 1.000000 0.976744 0.702941       0.828166        0.530769     0.693667  0.339947  0.642946        0.868571    0.641176 Sugarcane                       77.13
0.389262 0.702381 0.782946 0.335294       0.230446        0.392308     0.480667  0.147549  0.987601        0.861429    0.146471    Potato                       27.50
0.543624 0.690476 0.736434 0.979412       0.725945        0.461538     0.849000  0.754752  0.614726        0.860000    0.130588    Potato                       25.76
0.771812 1.000000 0.387597 0.173529       0.589918        0.346154     0.753667  0.672558  0.275231        0.861429    0.791765    Cotton                        3.93
0.973154 0.321429 0.775194 0.752941       0.051210        0.430769     0.573333  0.780594  0.247058        0.185714    0.794706     Maize                       10.45
0.684564 0.678571 0.542636 0.588235       0.899780        0.900000     0.561000  0.980327  0.659776        0.854286    0.680588      Rice                        9.56
0.107383 0.226190 0.542636 0.232353       0.998200        0.969231     0.745333  0.993498  0.103239        0.125714    0.410588    Potato                       24.87
0.087248 0.392857 0.069767 0.752941       0.708942        0.361538     0.741000  0.929143  0.226242        0.414286    0.573529     Wheat                        6.35
0.718121 0.047619 0.744186 0.447059       0.231646        0.223077     0.334667  0.894965  0.008697        0.992857    0.615294    Potato                       25.19
0.295302 0.964286 0.038760 0.682353       0.554511        0.076923     0.105333  0.301434  0.511459        0.697143    0.678824    Cotton                        8.28
0.651007 0.702381 0.589147 0.661765       0.109422        0.838462     0.771667  0.468489  0.785805        0.647143    0.233529    Potato                       27.71
0.872483 0.500000 0.589147 0.111765       0.298860        0.869231     0.223000  0.046682  0.510670        0.227143    0.515882 Sugarcane                       73.22
0.241611 0.666667 0.007752 0.841176       0.717343        0.453846     0.791333  0.684228  0.285452        0.737143    0.998235     Wheat                        7.04
0.718121 0.666667 0.387597 0.682353       0.301060        0.546154     0.618000  0.546015  0.838135        0.547143    0.175882    Potato                       23.40
0.255034 0.880952 0.930233 0.779412       0.147229        0.738462     0.358000  0.707069  0.484695        0.481429    0.077647 Sugarcane                       75.51
0.093960 0.630952 0.984496 0.447059       0.007401        0.376923     0.852333  0.680894  0.689837        0.234286    0.069412     Wheat                        9.94
0.798658 0.952381 0.007752 0.194118       0.572715        0.200000     0.691333  0.271924  0.986748        0.124286    0.667059    Potato                       27.84
0.020134 0.523810 0.387597 0.326471       0.968794        0.115385     0.545000  0.460987  0.813913        0.228571    0.814706     Wheat                       10.39
0.617450 0.428571 0.534884 0.900000       0.484297        0.238462     0.301000  0.105035  0.850738        0.505714    0.237059     Wheat                       11.84
0.939597 0.988095 0.147287 0.938235       0.212643        0.646154     0.986333  0.084361  0.120517        0.964286    0.034118    Cotton                        7.20
0.100671 0.559524 0.170543 0.482353       0.463293        0.346154     0.838667  0.459987  0.540679        0.252857    0.714706    Potato                       24.88
0.718121 0.630952 0.410853 0.300000       0.602120        0.869231     0.136667  0.555852  0.997330        0.677143    0.747059     Maize                       12.56
0.838926 0.559524 0.434109 0.729412       0.801560        0.084615     0.806333  0.318773  0.323606        0.175714    0.263529    Potato                       24.76
0.362416 0.059524 0.883721 0.764706       0.452691        0.415385     0.120333  0.061354  0.041532        0.407143    0.014706      Rice                        6.12
0.221477 0.392857 0.945736 0.814706       0.173035        0.253846     0.247667  0.661554  0.033791        0.277143    0.799412 Sugarcane                       70.98
0.080537 0.738095 0.271318 0.032353       0.188038        0.884615     0.957667  0.677392  0.978976        0.345714    0.361176     Wheat                        8.94
0.939597 0.916667 0.542636 0.008824       0.899980        0.807692     0.870000  0.320607  0.434214        0.222857    0.520000 Sugarcane                       78.53
0.114094 0.559524 0.527132 0.355882       0.236247        0.984615     0.606000  0.000667  0.284736        0.972857    0.900000    Potato                       22.93
0.637584 0.261905 0.441860 0.152941       0.728146        0.123077     0.699000  0.635879  0.513948        0.331429    0.205882     Maize                       11.04
0.818792 0.988095 0.480620 0.805882       0.269054        0.784615     0.089667  0.070357  0.610248        0.872857    0.130000    Potato                       27.39
0.255034 0.142857 0.116279 0.532353       0.720744        0.123077     0.332333  0.223408  0.880999        0.337143    0.581765     Wheat                       10.13
0.302013 0.547619 0.596899 0.826471       0.078416        0.153846     0.322333  0.247749  0.442611        0.512857    0.665882 Sugarcane                       70.87
0.187919 0.511905 0.937984 0.176471       0.207441        0.038462     0.032667  0.263421  0.853287        0.914286    0.393529     Wheat                       11.51
0.409396 0.369048 0.007752 0.626471       0.408882        0.461538     0.704000  0.616706  0.260062        0.218571    0.031765     Maize                        9.51
0.100671 0.297619 0.875969 0.579412       0.515503        0.123077     0.307667  0.079026  0.548556        0.461429    0.089412      Rice                        9.16
0.805369 0.619048 0.875969 0.341176       0.353071        0.346154     0.633000  0.645382  0.781754        0.948571    0.267647    Potato                       25.25
0.060403 0.154762 0.953488 0.517647       0.573715        0.276923     0.027333  0.484828  0.442663        0.851429    0.220588      Rice                       12.17
0.684564 0.607143 0.658915 0.588235       0.325465        0.976923     0.001667  0.348783  0.277424        0.540000    0.314706    Potato                       25.92
0.557047 0.416667 0.992248 0.888235       0.678536        0.661538     0.170000  0.604201  0.809186        0.241429    0.538824      Rice                       10.47
0.885906 0.083333 0.155039 0.055882       0.511302        0.407692     0.703000  0.873625  0.807449        0.545714    0.055882    Cotton                        8.33
0.429530 0.464286 0.000000 0.823529       0.705341        0.876923     0.604333  0.544015  0.282191        0.835714    0.226471      Rice                        9.37
0.013423 0.250000 0.441860 0.979412       0.431086        0.061538     0.201000  0.156052  0.604940        0.681429    0.800000      Rice                        7.46
0.946309 0.178571 0.000000 0.732353       0.876775        0.330769     0.523333  0.557853  0.246234        0.508571    0.168235     Maize                       13.45
0.798658 0.702381 0.046512 0.738235       0.382276        0.515385     0.619333  0.453651  0.896544        0.244286    0.299412 Sugarcane                       78.19
0.449664 0.702381 0.387597 0.217647       0.308262        0.053846     0.939000  0.940647  0.074883        0.637143    0.457059    Potato                       23.15
0.973154 0.107143 0.015504 0.523529       0.557111        0.146154     0.762333  0.593364  0.382244        0.297143    0.162353     Wheat                        8.34
0.241611 0.285714 0.232558 0.705882       0.509302        0.892308     0.136000  0.035012  0.650215        0.012857    0.758824     Maize                       10.74
0.483221 0.357143 0.767442 0.602941       0.518104        0.176923     0.270333  0.120540  0.860452        0.380000    0.028235     Wheat                       10.63
0.953020 0.238095 0.472868 0.385294       0.796359        0.923077     0.403333  0.532344  0.795546        0.201429    0.428235     Maize                       11.69
0.322148 0.952381 0.829457 0.941176       0.588718        0.092308     0.105333  0.795265  0.684218        0.894286    0.546471    Potato                       27.34
0.805369 0.380952 0.418605 0.514706       0.885377        0.884615     0.555333  0.095532  0.926322        0.121429    0.124118    Cotton                       10.68
0.583893 0.357143 0.333333 0.970588       0.619124        0.453846     0.907000  0.565522  0.024010        0.338571    0.687647     Wheat                        6.69
0.932886 0.238095 0.620155 0.564706       0.021804        0.576923     0.306333  0.452651  0.979792        0.214286    0.097059    Cotton                        9.50
0.241611 0.416667 0.224806 0.794118       0.870574        0.284615     0.984667  0.362788  0.345731        0.168571    0.556471      Rice                        7.21
0.402685 0.761905 0.503876 0.741176       0.839968        0.276923     0.249333  0.082027  0.748403        0.495714    0.897059     Wheat                        8.80
0.825503 0.035714 0.100775 0.661765       0.048810        0.492308     0.472333  0.879793  0.279073        0.981429    0.165294     Maize                        8.19
0.255034 0.797619 0.775194 0.014706       0.125225        0.353846     0.343000  0.763254  0.414639        0.381429    0.571176     Wheat                        5.65
0.416107 0.035714 0.813953 0.076471       0.556511        0.076923     0.308000  0.920974  0.876201        0.488571    0.824118     Maize                       13.24
0.302013 0.095238 0.790698 0.582353       0.042809        0.353846     0.378000  0.167556  0.448166        0.637143    0.215294      Rice                        8.41
0.583893 0.345238 0.472868 0.911765       0.411282        0.253846     0.032333  0.572524  0.885066        0.692857    0.018824 Sugarcane                       73.90
0.067114 0.523810 0.573643 0.600000       0.975595        0.846154     0.532000  0.019173  0.549052        0.451429    0.021176    Potato                       28.16
0.409396 0.035714 0.604651 0.235294       0.172835        0.838462     0.741333  0.177559  0.263972        0.080000    0.244706     Maize                        9.35
0.510067 0.809524 0.821705 0.320588       0.206041        0.138462     0.863667  0.789096  0.486332        0.838571    0.715882     Wheat                        7.62
0.342282 0.261905 0.736434 0.623529       0.676535        0.730769     0.324333  0.286929  0.088515        0.552857    0.339412      Rice                        7.00
0.020134 0.178571 0.302326 0.597059       0.044009        0.453846     0.550333  0.197066  0.478135        0.468571    0.479412 Sugarcane                       75.20
0.389262 0.250000 0.821705 0.955882       0.820764        0.869231     0.892667  0.542181  0.787842        0.841429    0.057647      Rice                       11.95
0.476510 0.845238 0.124031 0.529412       0.199040        0.276923     0.800000  0.655552  0.068612        0.598571    0.881765      Rice                        7.26
0.986577 0.559524 0.108527 0.355882       0.531706        0.084615     0.464000  0.610370  0.233282        0.212857    0.410000 Sugarcane                       72.88
0.617450 0.726190 0.116279 0.523529       0.248850        0.800000     0.165000  0.099033  0.422407        0.422857    0.788235    Cotton                        7.85
0.416107 0.702381 0.093023 0.785294       0.658932        0.869231     0.558333  0.930477  0.757989        0.688571    0.016471     Maize                       10.16
0.355705 0.940476 0.271318 0.541176       0.587317        0.838462     0.989667  0.177059  0.751245        0.985714    0.700000     Maize                       10.08
0.778523 0.047619 0.325581 0.326471       0.946589        0.330769     0.757667  0.925475  0.887523        0.612857    0.501176    Potato                       24.96
0.731544 0.940476 0.875969 0.338235       0.445689        0.030769     0.848000  0.483661  0.145296        0.194286    0.260000    Potato                       24.29
0.489933 0.071429 0.565891 0.755882       0.874975        0.138462     0.188667  0.102868  0.155538        0.017143    0.715882      Rice                        9.88
0.711409 0.595238 0.620155 0.067647       0.575915        0.923077     0.904000  0.148550  0.669077        0.304286    0.490588 Sugarcane                       75.46
0.375839 0.761905 0.720930 0.273529       0.914583        0.361538     0.014000  0.430810  0.179916        0.427143    0.601176    Potato                       24.13
0.013423 0.095238 0.224806 0.152941       0.291858        0.876923     0.862333  0.998166  0.413794        0.622857    0.734706      Rice                        7.33
0.798658 0.964286 0.224806 0.944118       0.549910        0.984615     0.239000  0.885962  0.539435        0.194286    0.089412     Wheat                        9.93
0.033557 0.523810 0.069767 0.091176       0.390078        0.392308     0.622667  0.980327  0.256776        0.084286    0.689412    Cotton                        4.00
0.026846 0.547619 0.759690 0.758824       0.065813        0.776923     0.293000  0.454818  0.691674        0.224286    0.427647    Cotton                        8.57
0.026846 0.785714 0.720930 0.629412       0.574315        0.169231     0.135333  0.679893  0.858186        0.534286    0.930588 Sugarcane                       74.78
0.355705 0.273810 0.294574 0.632353       0.794359        0.384615     0.247000  0.519173  0.011907        0.130000    0.878824    Cotton                        6.04
0.308725 0.107143 0.279070 0.764706       0.556311        0.707692     0.473000  0.029343  0.289151        0.152857    0.752353 Sugarcane                       71.80
0.053691 0.857143 0.682171 0.400000       0.279456        0.207692     0.919667  0.141714  0.712322        0.895714    0.732941     Maize                       11.52
0.657718 0.904762 0.100775 0.400000       0.263853        0.323077     0.389000  0.285262  0.275475        0.090000    0.884706     Wheat                        5.65
0.127517 0.559524 0.294574 0.288235       0.237848        0.561538     0.056000  0.313104  0.522977        0.698571    0.795882     Wheat                        6.37
0.812081 0.404762 1.000000 0.597059       0.979796        0.692308     0.023667  0.694898  0.756620        0.024286    0.962353    Potato                       27.67
0.402685 0.630952 0.325581 0.929412       0.399280        0.353846     0.210000  0.720907  0.343626        0.587143    0.863529 Sugarcane                       75.27
0.818792 0.952381 0.054264 0.923529       0.316863        0.376923     0.052000  0.450483  0.787738        0.824286    0.329412     Maize                       11.25
0.543624 0.833333 0.736434 0.702941       0.418484        0.107692     0.371000  0.378960  0.816326        0.534286    0.697647     Maize                       11.11
0.409396 0.178571 0.496124 0.905882       0.115823        0.984615     0.384333  0.177059  0.991383        0.255714    0.865882     Maize                        8.00
0.966443 0.619048 0.604651 0.964706       0.196039        0.615385     0.972000  0.040847  0.432281        0.020000    0.810000     Maize                        9.04
0.013423 0.464286 0.519380 0.794118       0.509102        0.530769     0.306333  0.585362  0.475790        0.010000    0.622941      Rice                        5.61
0.080537 0.226190 0.705426 0.408824       0.798960        0.207692     0.599000  0.347949  0.783059        0.821429    0.503529      Rice                        9.89
0.798658 0.809524 0.069767 0.482353       0.876575        0.484615     0.818667  0.476659  0.868200        0.628571    0.083529    Cotton                       11.72
0.832215 0.523810 0.573643 0.932353       0.866173        0.446154     0.513000  0.900967  0.505243        0.455714    0.320588 Sugarcane                       73.22
0.590604 0.059524 0.465116 0.670588       0.944989        0.261538     0.696667  0.667723  0.021456        0.505714    0.605294      Rice                       10.22
0.483221 0.809524 0.356589 0.820588       0.125825        0.446154     0.974333  0.778926  0.458020        0.531429    0.578235     Wheat                        9.00
0.449664 0.571429 0.015504 0.114706       0.041008        0.200000     0.324000  0.179727  0.225094        0.358571    0.749412     Maize                        8.72
0.946309 0.452381 0.790698 0.194118       0.105821        0.707692     0.074333  0.001334  0.096468        0.830000    0.875882 Sugarcane                       74.75
0.671141 0.011905 0.124031 0.344118       0.600920        0.907692     0.430333  0.135212  0.339155        0.994286    0.561765     Wheat                        7.54
0.651007 0.452381 0.162791 0.188235       0.556311        0.000000     0.540667  0.768089  0.391866        0.511429    0.642941 Sugarcane                       73.91
0.067114 0.238095 0.891473 0.905882       0.671334        0.553846     0.580000  0.443815  0.981938        0.492857    0.425882 Sugarcane                       74.25
0.697987 0.464286 0.697674 0.217647       0.371074        0.730769     0.738667  0.213738  0.455226        0.927143    0.058824    Potato                       25.95
0.442953 0.964286 0.798450 0.555882       0.391678        0.907692     0.898000  0.961987  0.967849        0.662857    0.327059 Sugarcane                       75.36
0.818792 0.630952 0.015504 0.085294       0.545709        0.361538     0.500000  0.486662  0.732534        0.638571    0.539412     Maize                       11.66
0.187919 0.130952 0.395349 0.155882       0.079016        0.907692     0.143333  0.368956  0.252954        0.061429    0.492941    Potato                       23.10
0.912752 0.952381 0.852713 0.247059       0.799960        0.823077     0.403333  0.977326  0.702088        0.490000    0.562941    Potato                       28.19
0.503356 0.428571 0.317829 0.982353       0.922985        0.523077     0.155333  0.133545  0.402608        0.601429    0.625294    Potato                       25.64
0.053691 0.440476 1.000000 0.797059       0.387477        0.253846     0.182333  0.599533  0.579330        0.818571    0.068824      Rice                       10.60
0.261745 0.166667 0.294574 0.673529       0.739748        0.653846     0.001667  0.749083  0.519283        0.732857    0.012353    Cotton                        7.89
0.161074 0.071429 0.348837 0.917647       0.548910        0.261538     0.929667  0.940980  0.932073        0.990000    0.227647 Sugarcane                       72.41
0.026846 0.916667 0.364341 0.955882       0.236047        0.346154     0.745333  0.834111  0.129503        0.078571    0.538235 Sugarcane                       71.07
0.926174 0.583333 0.201550 0.452941       0.067814        0.469231     0.100333  0.289263  0.443912        0.547143    0.340000      Rice                        6.74
0.825503 0.761905 0.108527 0.326471       0.245849        0.500000     0.920000  0.260253  0.080935        0.111429    0.581765      Rice                        7.56
0.248322 0.785714 0.046512 0.314706       0.605121        0.192308     0.870333  0.097533  0.254607        0.804286    0.638235     Maize                        9.16
0.476510 0.511905 0.837209 0.035294       0.040208        0.692308     0.910000  0.167389  0.076604        0.575714    0.174706     Wheat                        8.78
0.885906 0.357143 0.317829 0.279412       0.836367        0.992308     0.097333  0.730243  0.938957        0.274286    0.587059     Maize                       13.06
0.597315 0.500000 0.062016 0.355882       0.970594        0.246154     0.080000  0.289096  0.314789        0.440000    0.995882      Rice                        9.28
0.973154 0.904762 0.806202 0.038235       0.083617        0.553846     0.067667  0.441814  0.781462        0.931429    0.962353 Sugarcane                       75.12
0.241611 0.559524 0.581395 0.882353       0.246649        0.453846     0.967000  0.690397  0.748691        0.780000    0.353529 Sugarcane                       74.78
0.395973 0.964286 0.224806 0.847059       0.675735        0.307692     0.660333  0.665055  0.140193        0.531429    0.203529    Potato                       26.69
0.181208 0.952381 0.643411 0.252941       0.806161        0.423077     0.178000  0.793264  0.140853        0.801429    0.906471 Sugarcane                       74.20
0.536913 0.952381 0.968992 0.802941       0.346069        0.730769     0.929000  0.058186  0.377886        0.030000    0.751765    Cotton                        3.95
0.758389 0.714286 0.643411 0.797059       0.515303        0.415385     0.443000  0.572191  0.568632        0.897143    0.237059    Cotton                        7.88
0.261745 0.880952 0.410853 0.335294       0.891978        0.507692     0.785333  0.892297  0.426690        0.751429    0.331765     Wheat                       11.16
0.295302 0.988095 0.844961 0.697059       0.384477        0.476923     0.636333  0.373124  0.768118        0.797143    0.431176     Wheat                        7.44
0.409396 0.107143 0.201550 0.291176       0.081616        0.553846     0.649667  0.191397  0.535973        0.535714    0.390588 Sugarcane                       74.40
0.617450 0.333333 0.643411 0.070588       0.994999        0.292308     0.439667  0.068690  0.882076        0.694286    0.614706     Wheat                        9.84
0.765101 0.559524 0.046512 0.505882       0.180236        0.507692     0.395000  0.939980  0.592461        0.641429    0.723529     Wheat                        9.41
0.442953 0.952381 0.798450 0.438235       0.048810        0.138462     0.162000  0.003668  0.592429        0.812857    0.899412 Sugarcane                       74.58
0.369128 0.726190 0.550388 0.138235       0.410682        0.738462     0.070667  0.792097  0.659780        0.704286    0.176471      Rice                       10.28
0.261745 0.142857 0.007752 0.491176       0.121424        0.107692     0.928000  0.264421  0.603071        0.502857    0.365882      Rice                        8.74
0.651007 0.511905 0.379845 0.950000       0.978996        0.784615     0.936667  0.242414  0.612189        0.085714    0.750000    Cotton                        7.53
0.261745 0.547619 0.131783 0.732353       0.380876        0.823077     0.641333  0.157386  0.449687        0.994286    0.695882    Cotton                        6.37
0.604027 0.750000 0.116279 0.738235       0.825965        0.015385     0.388000  0.193731  0.090320        0.352857    0.898824     Maize                        9.34
0.214765 0.619048 0.395349 0.758824       0.176635        0.830769     0.025000  0.514005  0.368840        0.760000    0.709412     Maize                        8.96
0.033557 0.904762 0.643411 0.744118       0.138828        0.646154     0.447667  0.875625  0.768467        0.611429    0.115294    Potato                       27.20
0.979866 0.892857 0.736434 0.020588       0.649330        0.100000     0.659000  0.367456  0.037730        0.977143    0.720000      Rice                        9.03
0.530201 0.511905 0.317829 0.923529       0.909582        1.000000     0.300333  0.745582  0.690750        0.964286    0.030000    Cotton                        9.84
0.610738 0.321429 0.868217 0.829412       0.114623        0.615385     0.342333  0.246582  0.981141        0.434286    0.561765     Wheat                       10.08
0.644295 0.011905 0.953488 0.273529       0.589318        0.400000     0.472333  0.904301  0.435935        0.852857    0.670000      Rice                        9.45
0.389262 0.666667 0.108527 0.552941       0.085017        0.884615     0.495000  0.914138  0.212254        0.120000    0.825294    Cotton                        7.06
0.389262 0.666667 0.689922 0.614706       0.812362        0.038462     0.743000  0.108203  0.022741        0.211429    0.600588    Cotton                        9.43
0.315436 0.392857 0.317829 0.132353       0.909582        0.715385     0.499667  0.838946  0.854964        0.572857    0.635294 Sugarcane                       75.11
0.080537 0.678571 0.341085 0.252941       0.628926        0.146154     0.845333  0.701901  0.147193        0.211429    0.152353     Maize                       10.41
0.711409 0.607143 0.720930 0.023529       0.688538        0.553846     0.482667  0.393798  0.042893        0.118571    0.062353      Rice                        9.65
0.295302 0.333333 0.821705 0.864706       0.055411        0.092308     0.032000  0.834945  0.485440        0.202857    0.101765      Rice                        8.17
0.590604 0.404762 0.162791 0.023529       0.073015        0.676923     0.141333  0.903635  0.381672        0.332857    0.230000     Wheat                        3.81
0.664430 0.880952 0.984496 0.317647       0.179636        0.461538     0.718000  0.496332  0.960081        0.982857    0.447059    Cotton                        9.89
0.040268 0.559524 0.286822 0.079412       0.273855        0.007692     0.452000  0.508836  0.462510        0.088571    0.392941     Maize                        9.20
0.885906 0.380952 0.744186 0.782353       0.759952        0.069231     0.461333  0.704401  0.835633        0.085714    0.301176     Maize                       12.15
0.295302 0.880952 0.775194 0.923529       0.435487        0.700000     0.978000  0.244081  0.932253        0.044286    0.888235     Wheat                       11.39
0.382550 0.857143 0.046512 0.561765       0.078216        0.400000     0.571333  0.076692  0.184070        0.240000    0.088235     Wheat                       10.08
0.201342 0.916667 0.333333 0.138235       0.852771        0.669231     0.117000  0.528676  0.346247        0.111429    0.144118    Cotton                        5.32
0.147651 0.095238 0.581395 0.558824       0.993999        0.392308     0.433667  0.320273  0.923532        0.044286    0.434706      Rice                       12.96
0.919463 0.559524 0.046512 0.770588       0.455091        0.361538     0.561333  0.122708  0.555904        0.445714    0.129412      Rice                       12.18
0.711409 0.785714 0.457364 0.717647       0.511902        0.853846     0.037333  0.140047  0.322594        0.804286    0.155294 Sugarcane                       77.40
0.255034 0.976190 0.000000 0.741176       0.078616        0.853846     0.364667  0.212904  0.520532        0.100000    0.967059      Rice                        6.18
0.543624 0.416667 0.472868 0.279412       0.383077        0.923077     0.967667  0.337779  0.731309        0.105714    0.494118     Wheat                        8.54
0.664430 0.833333 0.666667 0.073529       0.371874        0.823077     0.751333  0.436812  0.618420        0.811429    0.104706      Rice                        9.43
0.006711 0.511905 0.682171 0.150000       0.965993        0.130769     0.372000  0.956652  0.933850        0.327143    0.051765     Maize                       13.79
0.510067 0.964286 0.131783 0.955882       0.660532        0.069231     0.262000  0.485162  0.963255        0.500000    0.734706    Potato                       25.65
0.073826 0.702381 0.829457 0.614706       0.782356        0.061538     0.283000  0.913471  0.711590        0.781429    0.384706    Potato                       26.65
0.255034 0.738095 0.883721 0.726471       0.128426        0.976923     0.828333  0.546349  0.663814        0.408571    0.284706    Cotton                        6.52
0.080537 0.047619 0.410853 0.900000       0.417083        0.500000     0.401667  0.158053  0.013288        0.020000    0.687647 Sugarcane                       71.25
0.302013 0.892857 0.511628 0.852941       0.191638        0.115385     0.843333  0.843114  0.783868        0.415714    0.698824      Rice                        8.76
0.751678 0.464286 0.713178 0.217647       0.860372        0.546154     0.908667  0.016339  0.499448        0.887143    0.360588 Sugarcane                       75.12
0.107383 0.214286 0.449612 0.058824       0.152430        0.707692     0.464333  0.563688  0.874864        0.122857    0.950588 Sugarcane                       74.96
0.691275 0.547619 0.527132 0.926471       0.438888        0.092308     0.945333  0.341781  0.933366        0.675714    0.400000     Wheat                        9.89
0.651007 0.761905 0.751938 0.982353       0.053611        0.346154     0.300000  0.438146  0.368937        0.497143    0.379412      Rice                        9.63
0.583893 0.785714 0.054264 0.567647       0.634327        0.184615     0.260000  0.797599  0.905706        0.531429    0.777647     Maize                       12.22
0.724832 0.202381 0.418605 0.888235       0.482096        0.976923     0.107333  0.005335  0.659668        0.830000    0.815882    Cotton                        7.15
0.463087 0.583333 0.992248 0.232353       0.498100        0.315385     0.245667  0.182227  0.428067        0.785714    0.287059      Rice                        8.21
0.489933 0.345238 0.426357 0.111765       0.101620        0.692308     0.772667  0.812771  0.050521        0.984286    0.688824     Wheat                        6.46
0.416107 0.773810 0.798450 0.500000       0.514103        0.915385     0.403667  0.545515  0.742300        0.168571    0.639412      Rice                       11.34
0.395973 0.047619 0.875969 0.811765       0.563913        0.861538     0.148000  0.258253  0.893443        0.254286    0.033529     Wheat                        8.74
0.523490 0.488095 0.674419 0.655882       0.962993        0.392308     0.107000  0.497833  0.582363        0.747143    0.195294     Wheat                       13.10
0.241611 0.988095 0.829457 0.638235       0.033207        0.307692     0.490333  0.402801  0.402816        0.838571    0.100588     Maize                       11.69
0.140940 0.047619 0.170543 0.017647       0.922985        0.807692     0.539333  0.768756  0.451448        0.821429    0.885294     Wheat                        5.52
0.986577 0.583333 0.775194 0.317647       0.479696        0.207692     0.794667  0.756586  0.708196        0.457143    0.955882 Sugarcane                       75.05
0.637584 1.000000 0.426357 0.938235       0.210242        0.715385     0.714667  0.463154  0.198102        0.108571    0.824706     Maize                       11.18
0.449664 0.678571 0.829457 0.135294       0.665733        0.838462     0.167000  0.275759  0.204242        0.367143    0.311176    Potato                       26.20
0.107383 0.928571 0.728682 0.726471       0.517103        0.846154     0.277000  0.011837  0.346956        0.280000    0.860000 Sugarcane                       75.59
0.073826 0.988095 0.038760 0.758824       0.226845        0.007692     0.693667  0.472491  0.029553        0.511429    0.058235     Maize                       10.47
1.000000 0.083333 0.224806 0.732353       0.626925        0.500000     0.180667  0.592531  0.669045        0.164286    0.685294    Cotton                        6.78
0.966443 0.357143 0.992248 0.988235       0.473295        0.353846     0.803333  0.605535  0.448218        0.638571    0.124118    Potato                       22.75
0.919463 0.130952 0.387597 0.408824       0.689138        0.976923     0.657333  0.868123  0.893951        0.965714    0.012353     Maize                       11.00
0.785235 0.238095 0.813953 0.682353       0.689138        0.546154     0.536333  0.467489  0.647121        0.735714    0.175294 Sugarcane                       72.84
0.140940 0.726190 0.682171 0.194118       0.472895        0.430769     0.644333  0.720574  0.704838        0.984286    0.963529     Wheat                        9.80
0.798658 0.380952 0.976744 0.400000       0.390878        0.246154     0.099667  0.127042  0.671967        0.711429    0.754118     Wheat                        9.11
0.328859 0.297619 0.348837 0.491176       0.063213        0.846154     0.548000  0.764088  0.417877        0.741429    0.518235     Wheat                        6.21
0.087248 0.464286 0.930233 0.214706       0.493899        0.323077     0.451333  0.445148  0.932973        0.531429    0.937059     Maize                       10.28
0.187919 0.761905 0.759690 0.905882       0.243249        0.823077     0.513000  0.694398  0.914611        0.948571    0.415882     Maize                       10.62
0.832215 0.690476 0.527132 0.717647       0.053211        0.892308     0.337667  0.835278  0.482514        0.360000    0.040000 Sugarcane                       73.97
0.040268 0.166667 0.480620 0.282353       0.330466        0.061538     0.468333  0.253918  0.779505        0.764286    0.594706    Cotton                        6.01
0.187919 0.000000 0.379845 0.135294       0.087417        0.507692     0.883333  0.666722  0.985392        0.001429    0.828235    Cotton                        7.99
0.926174 0.119048 0.085271 0.288235       0.579916        0.423077     0.345000  0.123041  0.331147        0.808571    0.285882    Potato                       25.18
0.214765 0.642857 0.527132 0.623529       0.503701        0.392308     0.045000  0.111537  0.624932        0.294286    0.317059    Potato                       25.57
0.892617 0.011905 0.558140 0.826471       0.792559        0.369231     0.256333  0.283595  0.569604        0.084286    0.671765     Maize                        9.78
0.738255 0.761905 0.333333 0.502941       0.267654        0.530769     0.454333  0.130877  0.540804        0.724286    0.804706      Rice                        9.26
0.523490 0.511905 0.395349 0.102941       0.371674        0.130769     0.533333  0.452984  0.933382        0.522857    0.434118    Potato                       24.98
